id,uuid,observed_on,obs_year,obs_month,quality_grade,license,latitude,longitude,positional_accuracy,coordinates_obscured,place_country_name,place_state_name,place_admin1_name,species_guess,scientific_name,common_name,taxon_genus_name,taxon_species_name,host_plant,Data_Category,num_identification_agreements,num_identification_disagreements,url,image_url,taxon_resolution,has_host_plant,is_research_grade,has_coords,coord_reliable
2766058,53ba9511-de59-4ae2-92e1-eece1a4bb18e,2016-03-07,2016,3,research,CC-BY-NC-ND,-31.931851,152.414113,56.0,False,Australia,New South Wales,New South Wales,Queensland Fruit Fly,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Unknown,Occurrence Only,2,0,http://www.inaturalist.org/observations/2766058,https://inaturalist-open-data.s3.amazonaws.com/photos/3131229/medium.JPG,species,False,True,True,True
2780437,00143ba9-c8db-4d2c-9eb9-b951da430aee,2016-01-15,2016,1,research,CC-BY-NC-SA,25.275124,55.70137,,False,United Arab Emirates,Sharjah,Sharjah,Dacus longistylus,Dacus longistylus,,Dacus,Dacus longistylus,Calotropis procera,Interaction Study,1,0,http://www.inaturalist.org/observations/2780437,https://inaturalist-open-data.s3.amazonaws.com/photos/3151359/medium.jpg,species,True,True,True,True
2780879,35e5b028-acbe-41fc-b235-876b4b752702,2015-12-11,2015,12,needs_id,CC-BY-NC-SA,25.425205,55.699546,,False,United Arab Emirates,Umm Al Qaywayn,Umm Al Qaywayn,Leptoxyda,Leptoxyda,,Dacus,,Calotropis procera,Interaction Study,2,0,http://www.inaturalist.org/observations/2780879,https://inaturalist-open-data.s3.amazonaws.com/photos/3152077/medium.jpg,genus_or_higher,True,False,True,True
3385157,2e35ca82-0f04-4df7-a58b-6a5d69798be4,2016-06-05,2016,6,research,CC-BY-NC,-31.931942,152.413983,7.0,False,Australia,New South Wales,New South Wales,Queensland Fruit Fly,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Unknown,Occurrence Only,2,0,http://www.inaturalist.org/observations/3385157,https://inaturalist-open-data.s3.amazonaws.com/photos/3912475/medium.JPG,species,False,True,True,True
3399140,19f0a47f-7949-431c-ada7-c7be812cabe8,2016-06-05,2016,6,research,CC-BY-NC-ND,22.326411,114.212208,30.0,False,Hong Kong,Kwun Tong,Kwun Tong,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,http://www.inaturalist.org/observations/3399140,https://inaturalist-open-data.s3.amazonaws.com/photos/3933166/medium.JPG,species,False,True,True,True
3517615,661dbccb-f039-424b-a7ac-d25f9c3fb4e8,2016-06-24,2016,6,needs_id,CC-BY-NC-ND,22.433952,114.069303,24.0,False,Hong Kong,Yuen Long,Yuen Long,å—äºžå¯¡é¬ƒå¯¦è …,Zeugodacus tau,Tau Fly,Zeugodacus,Zeugodacus tau,Unknown,Occurrence Only,0,0,http://www.inaturalist.org/observations/3517615,https://inaturalist-open-data.s3.amazonaws.com/photos/4097129/medium.JPG,species,False,False,True,True
3664253,4ab7ce90-18ab-44fe-9bc3-1ed36e02ae02,2016-07-12,2016,7,needs_id,CC0,20.02645036,74.53839081,,False,India,Maharashtra,Maharashtra,Dacus persicus,Dacus persicus,,Dacus,Dacus persicus,Calotropis procera,Interaction Study,1,0,http://www.inaturalist.org/observations/3664253,https://inaturalist-open-data.s3.amazonaws.com/photos/4472749/medium.jpg,species,True,False,True,True
3697548,4589000b-bc7e-46da-ace3-296011e720e2,2016-06-16,2016,6,needs_id,CC-BY-NC,14.584231,121.159759,928.0,False,Philippines,Rizal,Rizal,Bactrocera philippinensis,Bactrocera philippinensis,,Bactrocera,Bactrocera philippinensis,Unknown,Occurrence Only,0,0,http://www.inaturalist.org/observations/3697548,https://inaturalist-open-data.s3.amazonaws.com/photos/4291789/medium.jpeg,species,False,False,True,True
4001307,af165ab6-4b0c-4526-bd50-781925b1b93e,2016-08-18,2016,8,research,,7.383272643,125.6656139,115.0,False,Philippines,Davao del Norte,Davao del Norte,æ±æ–¹æžœå¯¦è …,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,http://www.inaturalist.org/observations/4001307,https://static.inaturalist.org/photos/4726144/medium.jpeg,species,False,True,True,True
4136607,2d6d7306-6da9-439f-8126-760562e2f210,2016-09-17,2016,9,research,CC0,33.93372833,-117.95057,,False,United States,California,California,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,3,0,http://www.inaturalist.org/observations/4136607,https://inaturalist-open-data.s3.amazonaws.com/photos/4923279/medium.jpg,species,True,True,True,True
4212967,7560e4fa-7e94-4bde-b3ab-84ed20a39427,2016-09-25,2016,9,research,CC-BY-NC-SA,34.2279372,-118.2328506,,False,United States,California,California,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,3,0,http://www.inaturalist.org/observations/4212967,https://inaturalist-open-data.s3.amazonaws.com/photos/5025680/medium.jpg,species,True,True,True,True
4219507,865feff5-14bc-413e-ab88-8b8ced8598c8,2016-09-26,2016,9,research,CC-BY-NC,34.064715,-118.4412933,,False,United States,California,California,Bactrocera oleae,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,3,0,http://www.inaturalist.org/observations/4219507,https://static.inaturalist.org/photos/5036350/medium.jpeg,species,True,True,True,True
4230203,704b9bfe-6cbc-4d78-a711-dca3dc66ea3e,2016-09-29,2016,9,research,CC-BY-NC,37.73558679,127.0509571,5.0,False,South Korea,Gyeonggi-do,Gyeonggi-do,Zeugodacus depressus,Zeugodacus depressus,,Zeugodacus,Zeugodacus depressus,Unknown,Occurrence Only,1,0,http://www.inaturalist.org/observations/4230203,https://inaturalist-open-data.s3.amazonaws.com/photos/5052459/medium.jpg,species,False,True,True,True
4380765,10ce6aae-ab29-4197-a466-610613a5276b,2016-09-24,2016,9,research,CC-BY-NC-ND,33.67200065,-117.5564861,122.0,False,United States,California,California,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,3,0,http://www.inaturalist.org/observations/4380765,https://inaturalist-open-data.s3.amazonaws.com/photos/5255521/medium.jpeg,species,True,True,True,True
4660534,cfa37fd8-dbc7-4c28-a54d-d5a8fe3925a5,2016-11-27,2016,11,needs_id,CC-BY-NC,14.58035427,120.9848249,32.0,False,Philippines,Metropolitan Manila,Metropolitan Manila,Bactrocera,Bactrocera albistrigata,White Striped Fruit Fly,Bactrocera,Bactrocera albistrigata,Unknown,Occurrence Only,1,0,http://www.inaturalist.org/observations/4660534,https://inaturalist-open-data.s3.amazonaws.com/photos/5642723/medium.jpg,species,False,False,True,True
4826605,1673e990-e22d-4c2c-ac1a-bddebc7e5e5c,2016-12-21,2016,12,research,,40.46524667,19.48958,,False,Albania,VlorÃ«,VlorÃ«,Bactrocera oleae,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,2,0,https://www.inaturalist.org/observations/4826605,https://static.inaturalist.org/photos/5856185/medium.jpg,species,True,True,True,True
4826742,adc577f8-04f6-43f8-9280-72c5e9294862,2015-12-30,2015,12,research,,37.52727145,14.95553386,4529.0,False,Italy,Sicily,Sicily,Bactrocera oleae,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,1,0,https://www.inaturalist.org/observations/4826742,https://static.inaturalist.org/photos/5856442/medium.jpg,species,True,True,True,True
4863342,dd541f58-332b-4ede-ab98-bbc5b5100ff0,2016-12-15,2016,12,needs_id,CC-BY,13.4638949,-16.7032743,,False,Gambia,Banjul,Banjul,Dacus ciliatus,Dacus ciliatus,Lesser Cucurbit Fly,Dacus,Dacus ciliatus,Unknown,Occurrence Only,0,0,https://www.inaturalist.org/observations/4863342,https://static.inaturalist.org/photos/5906524/medium.jpeg,species,False,False,True,True
4948464,0d2ae272-ab33-4bd2-a878-cf4dc64203dd,2016-04-08,2016,4,needs_id,CC-BY-NC,12.8667544,99.4004432,66430.0,False,Thailand,Phetchaburi,Phetchaburi,Dacini,Dacini,,,,Unknown,Occurrence Only,3,0,https://www.inaturalist.org/observations/4948464,https://inaturalist-open-data.s3.amazonaws.com/photos/6034902/medium.jpg,genus_or_higher,False,False,True,False
5128253,9241f981-25c7-45d1-8362-431a32402003,2014-01-17,2014,1,needs_id,CC-BY-NC-SA,25.165412,55.834522,,False,United Arab Emirates,Sharjah,Sharjah,Leptoxyda,Leptoxyda,,Dacus,,Calotropis procera,Interaction Study,3,0,https://www.inaturalist.org/observations/5128253,https://inaturalist-open-data.s3.amazonaws.com/photos/6309977/medium.jpg,genus_or_higher,True,False,True,True
5197771,268a1470-dfe6-42f8-b62f-ef72d5050f37,2017-02-08,2017,2,research,CC-BY-NC,35.0207326,25.85704422,122.0,False,Greece,Crete,Crete,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,2,0,https://www.inaturalist.org/observations/5197771,https://inaturalist-open-data.s3.amazonaws.com/photos/6414222/medium.jpeg,species,True,True,True,True
5441205,d81d25e2-9829-4078-840d-8fa07126b793,2014-06-22,2014,6,research,CC-BY-NC,-27.542504,153.087026,,False,Australia,Queensland,Queensland,Queensland Fruit Fly,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Citrus sp.,Interaction Study,1,0,https://www.inaturalist.org/observations/5441205,https://static.inaturalist.org/photos/6695693/medium.jpg,species,True,True,True,True
5565736,7ac8502d-7926-46b8-a7ab-d49220df7a8b,2017-04-01,2017,4,research,CC-BY-NC,35.02087318,25.85707855,61.0,False,Greece,Crete,Crete,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,2,0,https://www.inaturalist.org/observations/5565736,https://inaturalist-open-data.s3.amazonaws.com/photos/6871260/medium.jpeg,species,True,True,True,True
5993028,75beb1a3-05ed-41b5-865b-cfd23a8a2640,2015-06-03,2015,6,needs_id,,12.91007959,77.42579886,20.0,True,India,Karnataka,Karnataka,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/5993028,https://static.inaturalist.org/photos/7494620/medium.jpeg,genus_or_higher,False,False,True,False
6045982,b14d35f6-0789-4c8c-bef7-e85c34dae539,2017-04-22,2017,4,research,CC-BY,-6.601008333,106.7990417,20.0,False,Indonesia,Jawa Barat,Jawa Barat,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/6045982,https://inaturalist-open-data.s3.amazonaws.com/photos/7575050/medium.jpeg,species,False,True,True,True
6109828,be3762df-c2de-4400-924d-8b01efaa9feb,2017-05-06,2017,5,needs_id,CC-BY-NC,1.360626226,103.8248176,30.0,False,Singapore,Central,Central,Bactrocera,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/6109828,https://inaturalist-open-data.s3.amazonaws.com/photos/7645760/medium.jpeg,species,False,False,True,True
6124177,de504126-dc05-4279-a0f3-6db8e59380da,2017-05-07,2017,5,research,CC-BY-NC,1.2795115,103.7977033,779.0,False,Singapore,Central,Central,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/6124177,https://inaturalist-open-data.s3.amazonaws.com/photos/7668062/medium.jpg,species,False,True,True,True
6205463,d45cf422-b121-409c-b03e-b5e133190747,2017-05-11,2017,5,needs_id,CC-BY-NC,1.295833349,103.7680588,,False,Singapore,West,West,Fruit Flies,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/6205463,https://inaturalist-open-data.s3.amazonaws.com/photos/7792223/medium.jpg,genus_or_higher,False,False,True,True
6232700,df52ce70-2f6f-4fa8-b932-3c10b85a20b1,2017-05-11,2017,5,research,CC-BY-NC,24.33504695,120.615876,688.0,False,Taiwan,Taichung,Taichung,Zeugodacus tau,Zeugodacus tau,Tau Fly,Zeugodacus,Zeugodacus tau,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/6232700,https://inaturalist-open-data.s3.amazonaws.com/photos/7833021/medium.jpg,species,False,True,True,True
6295855,994cf6e7-992c-40e4-8589-9e513c28dc17,2017-05-21,2017,5,research,CC-BY-NC-ND,22.43113,114.085763,86.0,False,Hong Kong,Yuen Long,Yuen Long,æ±æ–¹æžœå¯¦è …,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/6295855,https://inaturalist-open-data.s3.amazonaws.com/photos/7925452/medium.jpeg,species,False,True,True,True
6413674,d44964cc-3f9b-4b95-92eb-0ccc9d5f4abd,2017-05-28,2017,5,needs_id,CC-BY-NC,16.43236001,121.1046606,8.0,False,Philippines,Nueva Vizcaya,Nueva Vizcaya,Dacini,Dacini,,,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/6413674,https://static.inaturalist.org/photos/8093482/medium.jpg,genus_or_higher,False,False,True,True
6572242,04c9c95d-d5b9-4648-8ee6-70532377e9c7,2017-06-09,2017,6,research,CC-BY-NC,-6.048565026,106.8631642,2.0,True,Indonesia,Jakarta Raya,Jakarta Raya,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/6572242,https://inaturalist-open-data.s3.amazonaws.com/photos/8337988/medium.jpeg,species,False,True,True,False
6584796,8a408dc4-eea4-4044-a5e2-f0d5b3a63323,2017-06-10,2017,6,needs_id,CC-BY-NC,-6.008869612,106.8725064,2.0,True,Indonesia,Jakarta Raya,Jakarta Raya,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,0,0,https://www.inaturalist.org/observations/6584796,https://inaturalist-open-data.s3.amazonaws.com/photos/8356375/medium.jpeg,genus_or_higher,False,False,True,False
6756735,ba20ca4c-cbbe-423f-b9d7-b2f50bed1daf,2013-05-22,2013,5,needs_id,CC-BY-NC,18.7060641,98.9817163,43039.0,False,Thailand,Chiang Mai,Chiang Mai,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/6756735,https://static.inaturalist.org/photos/8584732/medium.jpeg,genus_or_higher,False,False,True,False
7045484,1a532c11-bc75-4224-ba08-18c476f18cc5,2017-07-14,2017,7,needs_id,CC-BY,1.359725844,103.8232749,,False,Singapore,Central,Central,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,3,1,https://www.inaturalist.org/observations/7045484,https://static.inaturalist.org/photos/9041446/medium.jpeg,genus_or_higher,False,False,True,True
7097247,e2dc2036-2524-4460-b993-1eeb6f51429d,2017-07-18,2017,7,needs_id,CC-BY-NC,1.4239334,103.838667,424.0,False,Singapore,North,North,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,4,1,https://www.inaturalist.org/observations/7097247,https://inaturalist-open-data.s3.amazonaws.com/photos/9119325/medium.jpg,genus_or_higher,False,False,True,True
7193083,5b0bce07-0762-477e-9ae1-daaadeb5f70a,2017-06-24,2017,6,research,CC-BY-NC,37.3382082,-121.8863286,30038.0,False,United States,California,California,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,3,0,https://www.inaturalist.org/observations/7193083,https://inaturalist-open-data.s3.amazonaws.com/photos/9274495/medium.jpg,species,True,True,True,False
7245985,877f3163-053d-4cb5-a04c-0809e4a4df2f,2017-07-27,2017,7,research,,40.11632217,19.70316333,,False,Albania,VlorÃ«,VlorÃ«,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,2,0,https://www.inaturalist.org/observations/7245985,https://static.inaturalist.org/photos/9360685/medium.jpg,species,True,True,True,True
7252376,206ff9c2-2728-4232-a2a5-057e1fb47067,2017-07-26,2017,7,needs_id,CC-BY-NC,22.243376,113.975349,,False,Hong Kong,Islands,Islands,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,0,0,https://www.inaturalist.org/observations/7252376,https://inaturalist-open-data.s3.amazonaws.com/photos/9394221/medium.jpeg,species,False,False,True,True
7509186,02b69ee2-6c10-478d-867b-414a35e43090,2017-08-15,2017,8,research,CC-BY-NC,34.1558342,-118.9091644,,False,United States,California,California,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,4,0,https://www.inaturalist.org/observations/7509186,https://inaturalist-open-data.s3.amazonaws.com/photos/9786388/medium.jpeg,species,True,True,True,True
7567070,b75281a4-f6cf-4aa3-b2aa-f998795438d1,2017-08-19,2017,8,research,CC-BY-NC,1.3138397,103.8159136,1559.0,False,Singapore,Central,Central,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/7567070,https://inaturalist-open-data.s3.amazonaws.com/photos/9880446/medium.jpg,species,False,True,True,True
7601189,0ca66ea1-79e9-49e6-b818-5f510adb8aa4,2017-08-22,2017,8,needs_id,CC-BY-NC,1.4239334,103.838667,424.0,False,Singapore,North,North,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,4,1,https://www.inaturalist.org/observations/7601189,https://inaturalist-open-data.s3.amazonaws.com/photos/9931881/medium.jpg,genus_or_higher,False,False,True,True
7743869,a1aeaa53-3c9e-48fc-9cea-099e1c6a900f,2017-09-01,2017,9,research,CC-BY-NC,37.25246333,-121.9008783,,False,United States,California,California,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,2,0,https://www.inaturalist.org/observations/7743869,https://inaturalist-open-data.s3.amazonaws.com/photos/10165118/medium.jpg,species,True,True,True,True
7788937,0ba554c2-5526-454e-bf71-cd15f5f0b90e,2010-11-30,2010,11,research,CC-BY-NC,-26.4443374,152.6819622,250.0,False,Australia,Queensland,Queensland,Solanum Fruit Fly,Bactrocera cacuminata,Solanum Fruit Fly,Bactrocera,Bactrocera cacuminata,Unknown,Occurrence Only,3,0,https://www.inaturalist.org/observations/7788937,https://inaturalist-open-data.s3.amazonaws.com/photos/10238262/medium.jpg,species,False,True,True,True
7975506,d22e703b-4dd6-4045-9365-906aa8d9a370,2017-08-21,2017,8,research,,13.43056596,144.800652,65.0,False,Guam,Mangilao,Guam,Bactrocera cucurbitae,Bactrocera cucurbitae,Melon Fly,Bactrocera,Bactrocera cucurbitae,Cucurbitaceae,Interaction Study,1,0,https://www.inaturalist.org/observations/7975506,https://static.inaturalist.org/photos/10543418/medium.jpg,species,True,True,True,True
8068198,3f31ffea-09a6-496b-9b55-d0e4f24b226d,2017-09-24,2017,9,research,CC-BY-NC,-33.9803585,151.1723386,,True,Australia,New South Wales,New South Wales,Queensland Fruit Fly,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Citrus sp.,Interaction Study,3,1,https://www.inaturalist.org/observations/8068198,https://inaturalist-open-data.s3.amazonaws.com/photos/10693605/medium.jpg,species,True,True,True,False
8399722,2465c28d-572e-4fc7-963b-0ce785214ec9,2017-10-14,2017,10,research,CC-BY-NC,39.94249874,-8.581835032,15.0,False,Portugal,Leiria,Leiria,Bactrocera oleae,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,2,0,https://www.inaturalist.org/observations/8399722,https://inaturalist-open-data.s3.amazonaws.com/photos/11175274/medium.jpeg,species,True,True,True,True
8448709,c414eee6-0715-4fc7-9807-9749a0937940,2017-10-04,2017,10,needs_id,CC0,22.10945511,-159.6698105,60.0,False,United States,Hawaii,Hawaii,Dacini,Dacini,,,,Unknown,Occurrence Only,3,1,https://www.inaturalist.org/observations/8448709,https://inaturalist-open-data.s3.amazonaws.com/photos/11258360/medium.jpeg,genus_or_higher,False,False,True,True
8535679,a3a4ccb6-9aba-4be7-93f1-034bc90cb4d9,2017-10-24,2017,10,research,,34.02586653,-118.4555684,24.0,False,United States,California,California,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,3,0,https://www.inaturalist.org/observations/8535679,https://static.inaturalist.org/photos/11400890/medium.jpg,species,True,True,True,True
8555325,ad893937-d9d4-426b-9e75-eeb1c543437c,2017-10-26,2017,10,needs_id,CC-BY-NC,1.4235084,103.8371488,212.0,False,Singapore,North,North,Bactrocera,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/8555325,https://inaturalist-open-data.s3.amazonaws.com/photos/11433129/medium.jpg,species,False,False,True,True
